Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
2792,Round 3,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,OBC - B (PwD),18938.0,18938
2795,Round 3,"Techno India University, Salt Lake",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,18077.0,20029
2797,Round 3,Jadavpur University,Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,704.0,1561
2799,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,15131.0,20085
2800,Round 3,"Heritage Institute of Technology, Kolkata",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8254.0,8974
2801,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8766.0,12603
2802,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4554.0,5086
2803,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10670.0,14711
2804,Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12430.0,16446
2806,Round 3,University Of Calcutta,Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1064.0,1064
2808,Round 3,Jadavpur University,Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,127.0,406
2809,Round 3,"Techno India University, Salt Lake",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11974.0,13997
2810,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5589.0,12630
2811,Round 3,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10948.0,14207
2812,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2247.0,3278
2813,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4395.0,6441
2814,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6711.0,9186
2815,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1577.0,1877
2816,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5533.0,7231
2818,Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11134.0,18426
2819,Round 3,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,21130.0,22441
2821,Round 3,"Heritage Institute of Technology, Kolkata",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5485.0,7235
2822,Round 3,"Dr. B. C. Roy Engineering College, Durgapur",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10976.0,22387
2823,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8406.0,21456
2824,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9678.0,14852
2825,Round 3,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13808.0,18783
2827,Round 3,University Of Calcutta,Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,958.0,958
2830,Round 3,Jadavpur University,Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,142.0,283
2831,Round 3,"Techno International New Town, Rajarhat, New Town",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10314.0,14414
2832,Round 3,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2524.0,3563
2833,Round 3,"Rcc Institute of Information Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6781.0,9758
2834,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3483.0,4570
2835,Round 3,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5151.0,7544
2836,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4963.0,4992
2837,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2272.0,2979
2838,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4277.0,4347
2839,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1359.0,1641
2840,Round 3,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3017.0,3430
2841,Round 3,"B.P. Poddar Institute of Management & Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7835.0,8809
2842,Round 3,"Asansol Engineering College, Asansol, Burdwan",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9452.0,12566
2843,Round 3,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12510.0,16850
2844,Round 3,"Heritage Institute of Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2599.0,2866
2845,Round 3,"College of Engineering and Management, Kolaghat",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11252.0,14551
2846,Round 3,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11706.0,12700
2847,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7200.0,9692
2848,Round 3,"Meghnad Saha Institute of Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5884.0,9345
2849,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5000.0,13912
2850,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6759.0,8854
2851,Round 3,"Jis College of Engineering, Kalyani, Nadia",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13708.0,16668
2852,Round 3,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9504.0,11608
2854,Round 3,University Of Calcutta,Chemical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2097.0,2097
2855,Round 3,Jadavpur University,Chemical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,680.0,916
2856,Round 3,"Heritage Institute of Technology, Kolkata",Chemical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3545.0,7124
2857,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6567.0,13493
2858,Round 3,Jadavpur University,Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,335.0,677
2859,Round 3,"Techno India University, Salt Lake",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,14352.0,14426
2861,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4037.0,4478
2862,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10706.0,13134
2863,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5407.0,8249
2864,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10816.0,11692
2865,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2202.0,2255
2868,Round 3,"Heritage Institute of Technology, Kolkata",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7436.0,12153
2870,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13821.0,20580
2924,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7725.0,16835
2925,Round 3,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13781.0,15065
2926,Round 3,Jadavpur University,Production Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,742.0,1139
2927,Round 3,"Techno India University, Salt Lake",Biotechnology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13542.0,16758
2928,Round 3,"Heritage Institute of Technology, Kolkata",Biotechnology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,948.0,6931
2929,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13417.0,17517
2930,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4854.0,5799
2931,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9447.0,12855
2933,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5102.0,6930
2934,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Food Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8189.0,17200
2938,Round 3,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3774.0,3774
2940,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8844.0,15371
2952,Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,445.0,2157
2959,Round 3,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,606.0,1739
2970,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7726.0,9415
2971,Round 3,Jadavpur University,Construction Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1796.0,2232
2999,Round 3,Jadavpur University,Food Technology And Bio Chemical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1799.0,1871
3003,Round 3,University Of Calcutta,Optics & Optoelectronics (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3425.0,3425
3004,Round 3,University Of Calcutta,Polymer Science & Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3276.0,3276
3026,Round 3,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8185.0,13090
3041,Round 3,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,12496.0,64305
3044,Round 3,Jadavpur University,Architectural Engineering,B.E/B. Tech,All India,Open,788.0,1160
3048,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,4658.0,11462
3049,Round 3,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,863.0,4597
3050,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,1782.0,7019
3052,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,13495.0,36221
3062,Round 3,Swami Vivekananda University,Data Science,B.E/B. Tech,All India,Open,41085.0,44625
3067,Round 3,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E/B. Tech,All India,Open,25726.0,50652
3070,Round 3,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,16885.0,48737
3071,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,4775.0,8026
3073,Round 3,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,3764.0,9017
3076,Round 3,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,15790.0,47038
3077,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,3808.0,14542
3078,Round 3,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,1005.0,5331
3081,Round 3,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,Open,1277.0,3198
3083,Round 3,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning,B.E/B. Tech,All India,Open,9843.0,23689
3093,Round 3,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,All India,Open,1875.0,3623
3096,Round 3,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,All India,Open,941.0,2419
3104,Round 3,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,Open,1117.0,1873
3106,Round 3,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,All India,Open,706.0,846
3153,Round 3,Jadavpur University,Construction Engineering,B.E/B. Tech,All India,Open,664.0,765
3155,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security),B.E/B. Tech,All India,Open,4799.0,14917
3156,Round 3,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,Open,1120.0,1760
3158,Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,All India,Open,224.0,953
3172,Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,Open,1456.0,2516
3184,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,Open,8568.0,18225
3193,Round 3,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open,567.0,3147
3198,Round 3,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,B.E/B. Tech,All India,Open,15331.0,62691
3199,Round 3,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,All India,Open,1740.0,4914
3200,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,B.E/B. Tech,All India,Open,25885.0,61513
3201,Round 3,"Guru Nanak Institute of Technology, Panihati, Sodepur",Food Technology,B.E/B. Tech,All India,Open,14343.0,61700
3202,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Food Technology,B.E/B. Tech,All India,Open,15867.0,60515
3203,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,Open,4518.0,10867
3204,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,Open,11388.0,17742
3205,Round 3,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,All India,Open,8703.0,19384
3207,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,Open,5215.0,12560
3209,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,Open,5955.0,15189
3210,Round 3,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,All India,Open,5871.0,14643
3211,Round 3,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B. Tech,All India,Open,19160.0,61015
3212,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering,B.E/B. Tech,All India,Open,4812.0,62522
3214,Round 3,"Techno India University, Salt Lake",Biotechnology,B.E/B. Tech,All India,Open,1702.0,39429
3215,Round 3,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,Open,2769.0,8292
3216,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,B.E/B. Tech,All India,Open,16136.0,61668
3217,Round 3,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B. Tech,All India,Open,3339.0,14684
3218,Round 3,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,Open,614.0,923
3224,Round 3,Jadavpur University,Production Engineering,B.E/B. Tech,All India,Open,431.0,585
3226,Round 3,University Of Calcutta,Chemical Engineering,B.E/B. Tech,All India,Open,962.0,1880
3246,Round 3,"Mckv Institute of Engineering, Liluah, Howrah",Automobile Engineering,B.E/B. Tech,All India,Open,28912.0,50444
3247,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B. Tech,All India,Open,5885.0,36727
3248,Round 3,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B. Tech,All India,Open,3627.0,20546
3249,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,Open,4802.0,9234
3250,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,Open,5504.0,13756
3251,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,Open,2840.0,5052
3252,Round 3,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Mechanical Engineering,B.E/B. Tech,All India,Open,33909.0,63267
3253,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Mechanical Engineering,B.E/B. Tech,All India,Open,9611.0,54561
3254,Round 3,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B. Tech,All India,Open,18227.0,60664
3255,Round 3,"Techno International New Town, Rajarhat, New Town",Mechanical Engineering,B.E/B. Tech,All India,Open,41113.0,61718
3256,Round 3,Jadavpur University,Mechanical Engineering,B.E/B. Tech,All India,Open,215.0,356
3265,Round 3,"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,B.E/B. Tech,All India,Open,12797.0,54961
3266,Round 3,Jadavpur University,Chemical Engineering,B.E/B. Tech,All India,Open,280.0,422
3267,Round 3,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open,363.0,572
3268,Round 3,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,Open,423.0,707
3269,Round 3,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,All India,Open,2630.0,4038
3271,Round 3,University Of Calcutta,Information Technology,B.E/B. Tech,All India,Open,741.0,981
3272,Round 3,"Aliah University, New Town",Mechanical Engineering,B.E/B. Tech,Home State,Open,4418.0,11335
3316,Round 3,"Mckv Institute of Engineering, Liluah, Howrah",Mechanical Engineering,B.E/B. Tech,All India,Open,21467.0,62710
3317,Round 3,"Jis College of Engineering, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,All India,Open,38113.0,50531
3318,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B. Tech,All India,Open,11646.0,61214
3319,Round 3,"Hooghly Engineering & Technology College, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,54697.0,58601
3320,Round 3,"Ideal Institute of Engineering, Kalyani",Mechanical Engineering,B.E/B. Tech,All India,Open,7298.0,7298
3321,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,39824.0,54577
3322,Round 3,"Meghnad Saha Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,27528.0,62359
3323,Round 3,"Mallabhum Institute of Technology, Bishnupur, Bankura",Mechanical Engineering,B.E/B. Tech,All India,Open,38494.0,38494
3324,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,30089.0,60574
3325,Round 3,"Dr. B. C. Roy Engineering College, Durgapur",Mechanical Engineering,B.E/B. Tech,All India,Open,15025.0,58289
3327,Round 3,"College of Engineering and Management, Kolaghat",Mechanical Engineering,B.E/B. Tech,All India,Open,22199.0,62483
3330,Round 3,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,4942.0,23694
3331,Round 3,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open,103.0,230
3332,Round 3,"Techno International New Town, Rajarhat, New Town",Information Technology,B.E/B. Tech,All India,Open,13946.0,34182
3334,Round 3,Jadavpur University,Information Technology,B.E/B. Tech,All India,Open,65.0,92
3336,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,Open,7777.0,15704
3337,Round 3,"Future Institute of Engineering & Management, Sonarpur",Mechanical Engineering,B.E/B. Tech,All India,Open,46222.0,57414
3338,Round 3,"Asansol Engineering College, Asansol, Burdwan",Mechanical Engineering,B.E/B. Tech,All India,Open,17939.0,53564
3339,Round 3,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,17299.0,63069
3340,Round 3,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,21211.0,47185
3341,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,Open,1548.0,2607
3342,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,Open,4041.0,12747
3344,Round 3,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology,B.E/B. Tech,All India,Open,16452.0,35779
3345,Round 3,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,All India,Open,25296.0,62209
3346,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B. Tech,All India,Open,6604.0,13032
3347,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,All India,Open,14138.0,40205
3348,Round 3,University Of Calcutta,Electrical Engineering,B.E/B. Tech,All India,Open,947.0,1173
3349,Round 3,"Aliah University, New Town",Electrical Engineering,B.E/B. Tech,Home State,Open,5250.0,9091
3350,Round 3,"Future Institute of Engineering & Management, Sonarpur",Information Technology,B.E/B. Tech,All India,Open,16725.0,41454
3351,Round 3,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,All India,Open,28275.0,61337
3352,Round 3,"Meghnad Saha Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,13838.0,24854
3353,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Information Technology,B.E/B. Tech,All India,Open,9135.0,21492
3354,Round 3,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology,B.E/B. Tech,All India,Open,18678.0,42632
3355,Round 3,"Camellia Institute of Technology, Badu Road, Madhyamgram",Information Technology,B.E/B. Tech,All India,Open,29470.0,29470
3356,Round 3,"College of Engineering and Management, Kolaghat",Information Technology,B.E/B. Tech,All India,Open,19926.0,62122
3357,Round 3,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,All India,Open,45255.0,55220
3358,Round 3,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Information Technology,B.E/B. Tech,All India,Open,8115.0,64749
3360,Round 3,"Bengal Institute of Technology, Dhapa, Kolkata",Information Technology,B.E/B. Tech,All India,Open,26259.0,64821
3361,Round 3,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,2700.0,4090
3362,Round 3,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open,2778.0,3966
3363,Round 3,"Asansol Engineering College, Asansol, Burdwan",Information Technology,B.E/B. Tech,All India,Open,20890.0,52812
3364,Round 3,"B.P. Poddar Institute of Management & Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,11296.0,19585
3365,Round 3,"Bankura Unnayani Institute of Engineering, Bankura",Information Technology,B.E/B. Tech,All India,Open,21666.0,31726
3366,Round 3,"Bengal College of Engineering & Technology, Durgapur",Information Technology,B.E/B. Tech,All India,Open,10513.0,64001
3367,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,Open,1080.0,1547
3368,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open,1988.0,4093
3369,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open,2018.0,3290
3370,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,Open,3855.0,5592
3371,Round 3,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Information Technology,B.E/B. Tech,All India,Open,8250.0,13858
3372,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Information Technology,B.E/B. Tech,All India,Open,4120.0,6807
3373,Round 3,"Siliguri Institute of Technology, Siliguri",Information Technology,B.E/B. Tech,All India,Open,30505.0,58801
3374,Round 3,"Seacom Engineering College, Sankrail, Howrah",Information Technology,B.E/B. Tech,All India,Open,49754.0,49754
3375,Round 3,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,9319.0,19941
3377,Round 3,"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,All India,Open,20229.0,59535
3378,Round 3,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,21989.0,64390
3379,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B. Tech,All India,Open,12336.0,62107
